Gene	Exon	Pos_IMGT	Pos_1000G
HLA-A	7	997	29913035
HLA-A	7	998	29913036
HLA-A	7	999	29913037
HLA-A	7	1000	29913038
HLA-A	7	1001	29913039
HLA-A	7	1002	29913040
HLA-A	7	1003	29913041
HLA-A	7	1004	29913042
HLA-A	7	1005	29913043
HLA-A	7	1006	29913044
HLA-A	7	1007	29913045
HLA-A	7	1008	29913046
HLA-A	7	1009	29913047
HLA-A	7	1010	29913048
HLA-A	7	1011	29913049
HLA-A	7	1012	29913050
HLA-A	7	1013	29913051
HLA-A	7	1014	29913052
HLA-A	7	1015	29913053
HLA-A	7	1016	29913054
HLA-A	7	1017	29913055
HLA-A	7	1018	29913056
HLA-A	7	1019	29913057
HLA-A	7	1020	29913058
HLA-A	8	1021	29913228
HLA-A	8	1022	29913229
HLA-A	8	1023	29913230
HLA-A	8	1024	29913231
HLA-A	8	1025	29913232
HLA-A	8	1026	29913233
HLA-A	8	1027	29913234
HLA-A	8	1028	29913235
HLA-A	8	1029	29913236
HLA-A	8	1030	29913237
HLA-A	8	1031	29913238
HLA-A	8	1032	29913239
HLA-A	8	1033	29913240
HLA-A	8	1034	29913241
HLA-A	8	1035	29913242
HLA-A	8	1036	29913243
HLA-A	8	1037	29913244
HLA-A	8	1038	29913245
HLA-A	8	1039	29913246
HLA-A	8	1040	29913247
HLA-A	8	1041	29913248
HLA-A	8	1042	29913249
HLA-A	8	1043	29913250
HLA-A	8	1044	29913251
HLA-A	8	1045	29913252
HLA-A	8	1046	29913253
HLA-A	8	1047	29913254
HLA-A	8	1048	29913255
HLA-A	8	1049	29913256
HLA-A	8	1050	29913257
HLA-A	8	1051	29913258
HLA-A	8	1052	29913259
HLA-A	8	1053	29913260
HLA-A	8	1054	29913261
HLA-A	8	1055	29913262
HLA-A	8	1056	29913263
HLA-A	8	1057	29913264
HLA-A	8	1058	29913265
HLA-A	8	1059	29913266
HLA-A	8	1060	29913267
HLA-A	8	1061	29913268
HLA-A	8	1062	29913269
HLA-A	8	1063	29913270
HLA-A	8	1064	29913271
HLA-A	8	1065	29913272
HLA-A	8	1066	29913273
HLA-A	8	1067	29913274
HLA-A	8	1068	29913275
HLA-A	8	1069	29913276
HLA-A	8	1070	29913277
HLA-A	8	1071	29913278
HLA-A	8	1072	29913279
HLA-A	8	1073	29913280
HLA-A	8	1074	29913281
HLA-A	8	1075	29913282
HLA-A	8	1076	29913283
HLA-A	8	1077	29913284
HLA-A	8	1078	29913285
HLA-A	8	1079	29913286
HLA-A	8	1080	29913287
HLA-A	8	1081	29913288
HLA-A	8	1082	29913289
HLA-A	8	1083	29913290
HLA-A	8	1084	29913291
HLA-A	8	1085	29913292
HLA-A	8	1086	29913293
HLA-A	8	1087	29913294
HLA-A	8	1088	29913295
HLA-A	8	1089	29913296
HLA-A	8	1090	29913297
HLA-A	8	1091	29913298
HLA-A	8	1092	29913299
HLA-A	8	1093	29913300
HLA-A	8	1094	29913301
HLA-A	8	1095	29913302
HLA-A	8	1096	29913303
HLA-A	8	1097	29913304
HLA-A	8	1098	29913305
HLA-A	8	1099	29913306
HLA-A	8	1100	29913307
HLA-A	8	1101	29913308
HLA-A	8	1102	29913309
HLA-A	8	1103	29913310
HLA-A	8	1104	29913311
HLA-A	8	1105	29913312
HLA-A	8	1106	29913313
HLA-A	8	1107	29913314
HLA-A	8	1108	29913315
HLA-A	8	1109	29913316
HLA-A	8	1110	29913317
HLA-A	8	1111	29913318
HLA-A	8	1112	29913319
HLA-A	8	1113	29913320
HLA-A	8	1114	29913321
HLA-A	8	1115	29913322
HLA-A	8	1116	29913323
HLA-A	8	1117	29913324
HLA-A	8	1118	29913325
HLA-A	8	1119	29913326
HLA-A	8	1120	29913327
HLA-A	8	1121	29913328
HLA-A	8	1122	29913329
HLA-A	8	1123	29913330
HLA-A	8	1124	29913331
HLA-A	8	1125	29913332
HLA-A	8	1126	29913333
HLA-A	8	1127	29913334
HLA-A	8	1128	29913335
HLA-A	8	1129	29913336
HLA-A	8	1130	29913337
HLA-A	8	1131	29913338
HLA-A	8	1132	29913339
HLA-A	8	1133	29913340
HLA-A	8	1134	29913341
HLA-A	8	1135	29913342
HLA-A	8	1136	29913343
HLA-A	8	1137	29913344
HLA-A	8	1138	29913345
HLA-A	8	1139	29913346
HLA-A	8	1140	29913347
HLA-A	8	1141	29913348
HLA-A	8	1142	29913349
HLA-A	8	1143	29913350
HLA-A	8	1144	29913351
HLA-A	8	1145	29913352
HLA-A	8	1146	29913353
HLA-A	8	1147	29913354
HLA-A	8	1148	29913355
HLA-A	8	1149	29913356
HLA-A	8	1150	29913357
HLA-A	8	1151	29913358
HLA-A	8	1152	29913359
HLA-A	8	1153	29913360
HLA-A	8	1154	29913361
HLA-A	8	1155	29913362
HLA-A	8	1156	29913363
HLA-A	8	1157	29913364
HLA-A	8	1158	29913365
HLA-A	8	1159	29913366
HLA-A	8	1160	29913367
HLA-A	8	1161	29913368
HLA-A	8	1162	29913369
HLA-A	8	1163	29913370
HLA-A	8	1164	29913371
HLA-A	8	1165	29913372
HLA-A	8	1166	29913373
HLA-A	8	1167	29913374
HLA-A	8	1168	29913375
HLA-A	8	1169	29913376
HLA-A	8	1170	29913377
HLA-A	8	1171	29913378
HLA-A	8	1172	29913379
HLA-A	8	1173	29913380
HLA-A	8	1174	29913381
HLA-A	8	1175	29913382
HLA-A	8	1176	29913383
HLA-A	8	1177	29913384
HLA-A	8	1178	29913385
HLA-A	8	1179	29913386
HLA-A	8	1180	29913387
HLA-A	8	1181	29913388
HLA-A	8	1182	29913389
HLA-A	8	1183	29913390
HLA-A	8	1184	29913391
HLA-A	8	1185	29913392
HLA-A	8	1186	29913393
HLA-A	8	1187	29913394
HLA-A	8	1188	29913395
HLA-A	8	1189	29913396
HLA-A	8	1190	29913397
HLA-A	8	1191	29913398
HLA-A	8	1192	29913399
HLA-A	8	1193	29913400
HLA-A	8	1194	29913401
HLA-A	8	1195	29913402
HLA-A	8	1196	29913403
HLA-A	8	1197	29913404
HLA-A	8	1198	29913405
HLA-A	8	1199	29913406
HLA-A	8	1200	29913407
HLA-A	8	1201	29913408
HLA-A	8	1202	29913409
HLA-A	8	1203	29913410
HLA-A	8	1204	29913411
HLA-A	8	1205	29913412
HLA-A	8	1206	29913413
HLA-A	8	1207	29913414
HLA-A	8	1208	29913415
HLA-A	8	1209	29913416
HLA-A	8	1210	29913417
HLA-A	8	1211	29913418
HLA-A	8	1212	29913419
HLA-A	8	1213	29913420
HLA-A	8	1214	29913421
HLA-A	8	1215	29913422
HLA-A	8	1216	29913423
HLA-A	8	1217	29913424
HLA-A	8	1218	29913425
HLA-A	8	1219	29913426
HLA-A	8	1220	29913427
HLA-A	8	1221	29913428
HLA-A	8	1222	29913429
HLA-A	8	1223	29913430
HLA-A	8	1224	29913431
HLA-A	8	1225	29913432
HLA-A	8	1226	29913433
HLA-A	8	1227	29913434
HLA-A	8	1228	29913435
HLA-A	8	1229	29913436
HLA-A	8	1230	29913437
HLA-A	8	1231	29913438
HLA-A	8	1232	29913439
HLA-A	8	1233	29913440
HLA-A	8	1234	29913441
HLA-A	8	1235	29913442
HLA-A	8	1236	29913443
HLA-A	8	1237	29913444
HLA-A	8	1238	29913445
HLA-A	8	1239	29913446
HLA-A	8	1240	29913447
HLA-A	8	1241	29913448
HLA-A	8	1242	29913449
HLA-A	8	1243	29913450
HLA-A	8	1244	29913451
HLA-A	8	1245	29913452
HLA-A	8	1246	29913453
HLA-A	8	1247	29913454
HLA-A	8	1248	29913455
HLA-A	8	1249	29913456
HLA-A	8	1250	29913457
HLA-A	8	1251	29913458
HLA-A	8	1252	29913459
HLA-A	8	1253	29913460
HLA-A	8	1254	29913461
HLA-A	8	1255	29913462
HLA-A	8	1256	29913463
HLA-A	8	1257	29913464
HLA-A	8	1258	29913465
HLA-A	8	1259	29913466
HLA-A	8	1260	29913467
HLA-A	8	1261	29913468
HLA-A	8	1262	29913469
HLA-A	8	1263	29913470
HLA-A	8	1264	29913471
HLA-A	8	1265	29913472
HLA-A	8	1266	29913473
HLA-A	8	1267	29913474
HLA-A	8	1268	29913475
HLA-A	8	1269	29913476
HLA-A	8	1270	29913477
HLA-A	8	1271	29913478
HLA-A	8	1272	29913479
HLA-A	8	1273	29913480
HLA-A	8	1274	29913481
HLA-A	8	1275	29913482
HLA-A	8	1276	29913483
HLA-A	8	1277	29913484
HLA-A	8	1278	29913485
HLA-A	8	1279	29913486
HLA-A	8	1280	29913487
HLA-A	8	1281	29913488
HLA-A	8	1282	29913489
HLA-A	8	1283	29913490
HLA-A	8	1284	29913491
HLA-A	8	1285	29913492
HLA-A	8	1286	29913493
HLA-A	8	1287	29913494
HLA-A	8	1288	29913495
HLA-A	8	1289	29913496
HLA-A	8	1290	29913497
HLA-A	8	1291	29913498
HLA-A	8	1292	29913499
HLA-A	8	1293	29913500
HLA-A	8	1294	29913501
HLA-A	8	1295	29913502
HLA-A	8	1296	29913503
HLA-A	8	1297	29913504
HLA-A	8	1298	29913505
HLA-A	8	1299	29913506
HLA-A	8	1300	29913507
HLA-A	8	1301	29913508
HLA-A	8	1302	29913509
HLA-A	8	1303	29913510
HLA-A	8	1304	29913511
HLA-A	8	1305	29913512
HLA-A	8	1306	29913513
HLA-A	8	1307	29913514
HLA-A	8	1308	29913515
HLA-A	8	1309	29913516
HLA-A	8	1310	29913517
HLA-A	8	1311	29913518
HLA-A	8	1312	29913519
HLA-A	8	1313	29913520
HLA-A	8	1314	29913521
HLA-A	8	1315	29913522
HLA-A	8	1316	29913523
HLA-A	8	1317	29913524
HLA-A	8	1318	29913525
HLA-A	8	1319	29913526
HLA-A	8	1320	29913527
HLA-A	8	1321	29913528
HLA-A	8	1322	29913529
HLA-A	8	1323	29913530
HLA-A	8	1324	29913531
HLA-A	8	1325	29913532
HLA-A	8	1326	29913533
HLA-A	8	1327	29913534
HLA-A	8	1328	29913535
HLA-A	8	1329	29913536
HLA-A	8	1330	29913537
HLA-A	8	1331	29913538
HLA-A	8	1332	29913539
HLA-A	8	1333	29913540
HLA-A	8	1334	29913541
HLA-A	8	1335	29913542
HLA-A	8	1336	29913543
HLA-A	8	1337	29913544
HLA-A	8	1338	29913545
HLA-A	8	1339	29913546
HLA-A	8	1340	29913547
HLA-A	8	1341	29913548
HLA-A	8	1342	29913549
HLA-A	8	1343	29913550
HLA-A	8	1344	29913551
HLA-A	8	1345	29913552
HLA-A	8	1346	29913553
HLA-A	8	1347	29913554
HLA-A	8	1348	29913555
HLA-A	8	1349	29913556
HLA-A	8	1350	29913557
HLA-A	8	1351	29913558
HLA-A	8	1352	29913559
HLA-A	8	1353	29913560
HLA-A	8	1354	29913561
HLA-A	8	1355	29913562
HLA-A	8	1356	29913563
HLA-A	8	1357	29913564
HLA-A	8	1358	29913565
HLA-A	8	1359	29913566
HLA-A	8	1360	29913567
HLA-A	8	1361	29913568
HLA-A	8	1362	29913569
HLA-A	8	1363	29913570
HLA-A	8	1364	29913571
HLA-A	8	1365	29913572
HLA-A	8	1366	29913573
HLA-A	8	1367	29913574
HLA-A	8	1368	29913575
HLA-A	8	1369	29913576
HLA-A	8	1370	29913577
HLA-A	8	1371	29913578
HLA-A	8	1372	29913579
HLA-A	8	1373	29913580
HLA-A	8	1374	29913581
HLA-A	8	1375	29913582
HLA-A	8	1376	29913583
HLA-A	8	1377	29913584
HLA-A	8	1378	29913585
HLA-A	8	1379	29913586
HLA-A	8	1380	29913587
HLA-A	8	1381	29913588
HLA-A	8	1382	29913589
HLA-A	8	1383	29913590
HLA-A	8	1384	29913591
HLA-A	8	1385	29913592
HLA-A	8	1386	29913593
HLA-A	8	1387	29913594
HLA-A	8	1388	29913595
HLA-A	8	1389	29913596
HLA-A	8	1390	29913597
HLA-A	8	1391	29913598
HLA-A	8	1392	29913599
HLA-A	8	1393	29913600
HLA-A	8	1394	29913601
HLA-A	8	1395	29913602
HLA-A	8	1396	29913603
HLA-A	8	1397	29913604
HLA-A	8	1398	29913605
HLA-A	8	1399	29913606
HLA-A	8	1400	29913607
HLA-A	8	1401	29913608
HLA-A	8	1402	29913609
HLA-A	8	1403	29913610
HLA-A	8	1404	29913611
HLA-A	8	1405	29913612
HLA-A	8	1406	29913613
HLA-A	8	1407	29913614
HLA-A	8	1408	29913615
HLA-A	8	1409	29913616
HLA-A	8	1410	29913617
HLA-A	8	1411	29913618
HLA-A	8	1412	29913619
HLA-A	8	1413	29913620
HLA-A	8	1414	29913621
HLA-A	8	1415	29913622
HLA-A	8	1416	29913623
HLA-A	8	1417	29913624
HLA-A	8	1418	29913625
HLA-A	8	1419	29913626
HLA-A	8	1420	29913627
HLA-A	8	1421	29913628
HLA-A	8	1422	29913629
HLA-A	8	1423	29913630
HLA-A	8	1424	29913631
HLA-A	8	1425	29913632
HLA-A	8	1426	29913633
HLA-A	8	1427	29913634
HLA-A	8	1428	29913635
HLA-A	8	1429	29913636
HLA-A	8	1430	29913637
HLA-A	8	1431	29913638
HLA-A	8	1432	29913639
HLA-A	8	1433	29913640
HLA-A	8	1434	29913641
HLA-A	8	1435	29913642
HLA-A	8	1436	29913643
HLA-A	8	1437	29913644
HLA-A	8	1438	29913645
HLA-A	8	1439	29913646
HLA-A	8	1440	29913647
HLA-A	8	1441	29913648
HLA-A	8	1442	29913649
HLA-A	8	1443	29913650
HLA-A	8	1444	29913651
HLA-A	8	1445	29913652
HLA-A	8	1446	29913653
HLA-A	8	1447	29913654
HLA-A	8	1448	29913655
HLA-A	8	1449	29913656
HLA-A	8	1450	29913657
HLA-A	8	1451	29913658
HLA-A	8	1452	29913659
HLA-A	8	1453	29913660
HLA-A	8	1454	29913661
HLA-B	8	1445	31321649
HLA-B	8	1444	31321650
HLA-B	8	1443	31321651
HLA-B	8	1442	31321652
HLA-B	8	1441	31321653
HLA-B	8	1440	31321654
HLA-B	8	1439	31321655
HLA-B	8	1438	31321656
HLA-B	8	1437	31321657
HLA-B	8	1436	31321658
HLA-B	8	1435	31321659
HLA-B	8	1434	31321660
HLA-B	8	1433	31321661
HLA-B	8	1432	31321662
HLA-B	8	1431	31321663
HLA-B	8	1430	31321664
HLA-B	8	1429	31321665
HLA-B	8	1428	31321666
HLA-B	8	1427	31321667
HLA-B	8	1426	31321668
HLA-B	8	1425	31321669
HLA-B	8	1424	31321670
HLA-B	8	1423	31321671
HLA-B	8	1422	31321672
HLA-B	8	1421	31321673
HLA-B	8	1420	31321674
HLA-B	8	1419	31321675
HLA-B	8	1418	31321676
HLA-B	8	1417	31321677
HLA-B	8	1416	31321678
HLA-B	8	1415	31321679
HLA-B	8	1414	31321680
HLA-B	8	1413	31321681
HLA-B	8	1412	31321682
HLA-B	8	1411	31321683
HLA-B	8	1410	31321684
HLA-B	8	1409	31321685
HLA-B	8	1408	31321686
HLA-B	8	1407	31321687
HLA-B	8	1406	31321688
HLA-B	8	1405	31321689
HLA-B	8	1404	31321690
HLA-B	8	1403	31321691
HLA-B	8	1402	31321692
HLA-B	8	1401	31321693
HLA-B	8	1400	31321694
HLA-B	8	1399	31321695
HLA-B	8	1398	31321696
HLA-B	8	1397	31321697
HLA-B	8	1396	31321698
HLA-B	8	1395	31321699
HLA-B	8	1394	31321700
HLA-B	8	1393	31321701
HLA-B	8	1392	31321702
HLA-B	8	1391	31321703
HLA-B	8	1390	31321704
HLA-B	8	1389	31321705
HLA-B	8	1388	31321706
HLA-B	8	1387	31321707
HLA-B	8	1386	31321708
HLA-B	8	1385	31321709
HLA-B	8	1384	31321710
HLA-B	8	1383	31321711
HLA-B	8	1382	31321712
HLA-B	8	1381	31321713
HLA-B	8	1380	31321714
HLA-B	8	1379	31321715
HLA-B	8	1378	31321716
HLA-B	8	1377	31321717
HLA-B	8	1376	31321718
HLA-B	8	1375	31321719
HLA-B	8	1374	31321720
HLA-B	8	1373	31321721
HLA-B	8	1372	31321722
HLA-B	8	1371	31321723
HLA-B	8	1370	31321724
HLA-B	8	1369	31321725
HLA-B	8	1368	31321726
HLA-B	8	1367	31321727
HLA-B	8	1366	31321728
HLA-B	8	1365	31321729
HLA-B	8	1364	31321730
HLA-B	8	1363	31321731
HLA-B	8	1362	31321732
HLA-B	8	1361	31321733
HLA-B	8	1360	31321734
HLA-B	8	1359	31321735
HLA-B	8	1358	31321736
HLA-B	8	1357	31321737
HLA-B	8	1356	31321738
HLA-B	8	1355	31321739
HLA-B	8	1354	31321740
HLA-B	8	1353	31321741
HLA-B	8	1352	31321742
HLA-B	8	1351	31321743
HLA-B	8	1350	31321744
HLA-B	8	1349	31321745
HLA-B	8	1348	31321746
HLA-B	8	1347	31321747
HLA-B	8	1346	31321748
HLA-B	8	1345	31321749
HLA-B	8	1344	31321750
HLA-B	8	1343	31321751
HLA-B	8	1342	31321752
HLA-B	8	1341	31321753
HLA-B	8	1340	31321754
HLA-B	8	1339	31321755
HLA-B	8	1338	31321756
HLA-B	8	1337	31321757
HLA-B	8	1336	31321758
HLA-B	8	1335	31321759
HLA-B	8	1334	31321760
HLA-B	8	1333	31321761
HLA-B	8	1332	31321762
HLA-B	8	1331	31321763
HLA-B	8	1330	31321764
HLA-B	8	1329	31321765
HLA-B	8	1328	31321766
HLA-B	8	1327	31321767
HLA-B	8	1326	31321768
HLA-B	8	1325	31321769
HLA-B	8	1324	31321770
HLA-B	8	1323	31321771
HLA-B	8	1322	31321772
HLA-B	8	1321	31321773
HLA-B	8	1320	31321774
HLA-B	8	1319	31321775
HLA-B	8	1318	31321776
HLA-B	8	1317	31321777
HLA-B	8	1316	31321778
HLA-B	8	1315	31321779
HLA-B	8	1314	31321780
HLA-B	8	1313	31321781
HLA-B	8	1312	31321782
HLA-B	8	1311	31321783
HLA-B	8	1310	31321784
HLA-B	8	1309	31321785
HLA-B	8	1308	31321786
HLA-B	8	1307	31321787
HLA-B	8	1306	31321788
HLA-B	8	1305	31321789
HLA-B	8	1304	31321790
HLA-B	8	1303	31321791
HLA-B	8	1302	31321792
HLA-B	8	1301	31321793
HLA-B	8	1300	31321794
HLA-B	8	1299	31321795
HLA-B	8	1298	31321796
HLA-B	8	1297	31321797
HLA-B	8	1296	31321798
HLA-B	8	1295	31321799
HLA-B	8	1294	31321800
HLA-B	8	1293	31321801
HLA-B	8	1292	31321802
HLA-B	8	1291	31321803
HLA-B	8	1290	31321804
HLA-B	8	1289	31321805
HLA-B	8	1288	31321806
HLA-B	8	1287	31321807
HLA-B	8	1286	31321808
HLA-B	8	1285	31321809
HLA-B	8	1284	31321810
HLA-B	8	1283	31321811
HLA-B	8	1282	31321812
HLA-B	8	1281	31321813
HLA-B	8	1280	31321814
HLA-B	8	1279	31321815
HLA-B	8	1278	31321816
HLA-B	8	1277	31321817
HLA-B	8	1276	31321818
HLA-B	8	1275	31321819
HLA-B	8	1274	31321820
HLA-B	8	1273	31321821
HLA-B	8	1272	31321822
HLA-B	8	1271	31321823
HLA-B	8	1270	31321824
HLA-B	8	1269	31321825
HLA-B	8	1268	31321826
HLA-B	8	1267	31321827
HLA-B	8	1266	31321828
HLA-B	8	1265	31321829
HLA-B	8	1264	31321830
HLA-B	8	1263	31321831
HLA-B	8	1262	31321832
HLA-B	8	1261	31321833
HLA-B	8	1260	31321834
HLA-B	8	1259	31321835
HLA-B	8	1258	31321836
HLA-B	8	1257	31321837
HLA-B	8	1256	31321838
HLA-B	8	1255	31321839
HLA-B	8	1254	31321840
HLA-B	8	1253	31321841
HLA-B	8	1252	31321842
HLA-B	8	1251	31321843
HLA-B	8	1250	31321844
HLA-B	8	1249	31321845
HLA-B	8	1248	31321846
HLA-B	8	1247	31321847
HLA-B	8	1246	31321848
HLA-B	8	1245	31321849
HLA-B	8	1244	31321850
HLA-B	8	1243	31321851
HLA-B	8	1242	31321852
HLA-B	8	1241	31321853
HLA-B	8	1240	31321854
HLA-B	8	1239	31321855
HLA-B	8	1238	31321856
HLA-B	8	1237	31321857
HLA-B	8	1236	31321858
HLA-B	8	1235	31321859
HLA-B	8	1234	31321860
HLA-B	8	1233	31321861
HLA-B	8	1232	31321862
HLA-B	8	1231	31321863
HLA-B	8	1230	31321864
HLA-B	8	1229	31321865
HLA-B	8	1228	31321866
HLA-B	8	1227	31321867
HLA-B	8	1226	31321868
HLA-B	8	1225	31321869
HLA-B	8	1224	31321870
HLA-B	8	1223	31321871
HLA-B	8	1222	31321872
HLA-B	8	1221	31321873
HLA-B	8	1220	31321874
HLA-B	8	1219	31321875
HLA-B	8	1218	31321876
HLA-B	8	1217	31321877
HLA-B	8	1216	31321878
HLA-B	8	1215	31321879
HLA-B	8	1214	31321880
HLA-B	8	1213	31321881
HLA-B	8	1212	31321882
HLA-B	8	1211	31321883
HLA-B	8	1210	31321884
HLA-B	8	1209	31321885
HLA-B	8	1208	31321886
HLA-B	8	1207	31321887
HLA-B	8	1206	31321888
HLA-B	8	1205	31321889
HLA-B	8	1204	31321890
HLA-B	8	1203	31321891
HLA-B	8	1202	31321892
HLA-B	8	1201	31321893
HLA-B	8	1200	31321894
HLA-B	8	1199	31321895
HLA-B	8	1198	31321896
HLA-B	8	1197	31321897
HLA-B	8	1196	31321898
HLA-B	8	1195	31321899
HLA-B	8	1194	31321900
HLA-B	8	1193	31321901
HLA-B	8	1192	31321902
HLA-B	8	1191	31321903
HLA-B	8	1190	31321904
HLA-B	8	1189	31321905
HLA-B	8	1188	31321906
HLA-B	8	1187	31321907
HLA-B	8	1186	31321908
HLA-B	8	1185	31321909
HLA-B	8	1184	31321910
HLA-B	8	1183	31321911
HLA-B	8	1182	31321912
HLA-B	8	1181	31321913
HLA-B	8	1180	31321914
HLA-B	8	1179	31321915
HLA-B	8	1178	31321916
HLA-B	8	1177	31321917
HLA-B	8	1176	31321918
HLA-B	8	1175	31321919
HLA-B	8	1174	31321920
HLA-B	8	1173	31321921
HLA-B	8	1172	31321922
HLA-B	8	1171	31321923
HLA-B	8	1170	31321924
HLA-B	8	1169	31321925
HLA-B	8	1168	31321926
HLA-B	8	1167	31321927
HLA-B	8	1166	31321928
HLA-B	8	1165	31321929
HLA-B	8	1164	31321930
HLA-B	8	1163	31321931
HLA-B	8	1162	31321932
HLA-B	8	1161	31321933
HLA-B	8	1160	31321934
HLA-B	8	1159	31321935
HLA-B	8	1158	31321936
HLA-B	8	1157	31321937
HLA-B	8	1156	31321938
HLA-B	8	1155	31321939
HLA-B	8	1154	31321940
HLA-B	8	1153	31321941
HLA-B	8	1152	31321942
HLA-B	8	1151	31321943
HLA-B	8	1150	31321944
HLA-B	8	1149	31321945
HLA-B	8	1148	31321946
HLA-B	8	1147	31321947
HLA-B	8	1146	31321948
HLA-B	8	1145	31321949
HLA-B	8	1144	31321950
HLA-B	8	1143	31321951
HLA-B	8	1142	31321952
HLA-B	8	1141	31321953
HLA-B	8	1140	31321954
HLA-B	8	1139	31321955
HLA-B	8	1138	31321956
HLA-B	8	1137	31321957
HLA-B	8	1136	31321958
HLA-B	8	1135	31321959
HLA-B	8	1134	31321960
HLA-B	8	1133	31321961
HLA-B	8	1132	31321962
HLA-B	8	1131	31321963
HLA-B	8	1130	31321964
HLA-B	8	1129	31321965
HLA-B	8	1128	31321966
HLA-B	8	1127	31321967
HLA-B	8	1126	31321968
HLA-B	8	1125	31321969
HLA-B	8	1124	31321970
HLA-B	8	1123	31321971
HLA-B	8	1122	31321972
HLA-B	8	1121	31321973
HLA-B	8	1120	31321974
HLA-B	8	1119	31321975
HLA-B	8	1118	31321976
HLA-B	8	1117	31321977
HLA-B	8	1116	31321978
HLA-B	8	1115	31321979
HLA-B	8	1114	31321980
HLA-B	8	1113	31321981
HLA-B	8	1112	31321982
HLA-B	8	1111	31321983
HLA-B	8	1110	31321984
HLA-B	8	1109	31321985
HLA-B	8	1108	31321986
HLA-B	8	1107	31321987
HLA-B	8	1106	31321988
HLA-B	8	1105	31321989
HLA-B	8	1104	31321990
HLA-B	8	1103	31321991
HLA-B	8	1102	31321992
HLA-B	8	1101	31321993
HLA-B	8	1100	31321994
HLA-B	8	1099	31321995
HLA-B	8	1098	31321996
HLA-B	8	1097	31321997
HLA-B	8	1096	31321998
HLA-B	8	1095	31321999
HLA-B	8	1094	31322000
HLA-B	8	1093	31322001
HLA-B	8	1092	31322002
HLA-B	8	1091	31322003
HLA-B	8	1090	31322004
HLA-B	8	1089	31322005
HLA-B	8	1088	31322006
HLA-B	8	1087	31322007
HLA-B	8	1086	31322008
HLA-B	8	1085	31322009
HLA-B	8	1084	31322010
HLA-B	8	1083	31322011
HLA-B	8	1082	31322012
HLA-B	8	1081	31322013
HLA-B	8	1080	31322014
HLA-B	8	1079	31322015
HLA-B	8	1078	31322016
HLA-B	8	1077	31322017
HLA-B	8	1076	31322018
HLA-B	8	1075	31322019
HLA-B	8	1074	31322020
HLA-B	8	1073	31322021
HLA-B	8	1072	31322022
HLA-B	8	1071	31322023
HLA-B	8	1070	31322024
HLA-B	8	1069	31322025
HLA-B	8	1068	31322026
HLA-B	8	1067	31322027
HLA-B	8	1066	31322028
HLA-B	8	1065	31322029
HLA-B	8	1064	31322030
HLA-B	8	1063	31322031
HLA-B	8	1062	31322032
HLA-B	8	1061	31322033
HLA-B	8	1060	31322034
HLA-B	8	1059	31322035
HLA-B	8	1058	31322036
HLA-B	8	1057	31322037
HLA-B	8	1056	31322038
HLA-B	8	1055	31322039
HLA-B	8	1054	31322040
HLA-B	8	1053	31322041
HLA-B	8	1052	31322042
HLA-B	8	1051	31322043
HLA-B	8	1050	31322044
HLA-B	8	1049	31322045
HLA-B	8	1048	31322046
HLA-B	8	1047	31322047
HLA-B	8	1046	31322048
HLA-B	8	1045	31322049
HLA-B	8	1044	31322050
HLA-B	8	1043	31322051
HLA-B	8	1042	31322052
HLA-B	8	1041	31322053
HLA-B	8	1040	31322054
HLA-B	8	1039	31322055
HLA-B	8	1038	31322056
HLA-B	8	1037	31322057
HLA-B	8	1036	31322058
HLA-B	8	1035	31322059
HLA-B	8	1034	31322060
HLA-B	8	1033	31322061
HLA-B	8	1032	31322062
HLA-B	8	1031	31322063
HLA-B	8	1030	31322064
HLA-B	8	1029	31322065
HLA-B	8	1028	31322066
HLA-B	8	1027	31322067
HLA-B	8	1026	31322068
HLA-B	8	1025	31322069
HLA-B	8	1024	31322070
HLA-B	8	1023	31322071
HLA-B	8	1022	31322072
HLA-B	8	1021	31322073
HLA-B	7	1020	31322256
HLA-B	7	1019	31322257
HLA-B	7	1018	31322258
HLA-B	7	1017	31322259
HLA-B	7	1016	31322260
HLA-B	7	1015	31322261
HLA-B	7	1014	31322262
HLA-B	7	1013	31322263
HLA-B	7	1012	31322264
HLA-B	7	1011	31322265
HLA-B	7	1010	31322266
HLA-B	7	1009	31322267
HLA-B	7	1008	31322268
HLA-B	7	1007	31322269
HLA-B	7	1006	31322270
HLA-B	7	1005	31322271
HLA-B	7	1004	31322272
HLA-B	7	1003	31322273
HLA-B	7	1002	31322274
HLA-B	7	1001	31322275
HLA-B	7	1000	31322276
HLA-B	7	999	31322277
HLA-B	7	998	31322278
HLA-B	7	997	31322279
HLA-B	7	996	31322280
HLA-B	7	995	31322281
HLA-B	7	994	31322282
HLA-B	7	993	31322283
HLA-B	7	992	31322284
HLA-B	7	991	31322285
HLA-B	7	990	31322286
HLA-B	7	989	31322287
HLA-B	7	988	31322288
HLA-B	7	987	31322289
HLA-B	7	986	31322290
HLA-B	7	985	31322291
HLA-B	7	984	31322292
HLA-B	7	983	31322293
HLA-B	7	982	31322294
HLA-B	7	981	31322295
HLA-B	7	980	31322296
HLA-B	7	979	31322297
HLA-B	7	978	31322298
HLA-B	7	977	31322299
HLA-B	7	976	31322300
HLA-B	7	975	31322301
HLA-B	7	974	31322302
HLA-B	7	973	31322303
HLA-B	6	972	31322410
HLA-B	6	971	31322411
